codigo_ocorrencia,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
77673,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-B-1,PAUL,PISTÃO,MONOMOTOR,2.0,1961.0,BRASIL,INSTRUÇÃO,SERAFIN ENOSS BERTASO,LAURO KURTZ,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
77672,***,AVIÃO,THRUSH AIRCRAFT,S2R-T34,SS2T,TURBOÉLICE,MONOMOTOR,2.0,2012.0,BRASIL,PARTICULAR,FAZENDA MIMOSO S/A,FAZENDA MIMOSO S/A,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0
77670,***,AVIÃO,BEECH AIRCRAFT,F35,BE35,PISTÃO,MONOMOTOR,4.0,1955.0,BRASIL,PARTICULAR,FORA DE AERODROMO,PRESIDENTE JOÃO BATISTA FIGUEIREDO,DECOLAGEM,PRIVADA,DESTRUÍDA,3
77667,***,AVIÃO,LAVIASA,PA-25-260,PA25,PISTÃO,MONOMOTOR,1.0,1992.0,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,1
77666,***,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1973.0,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,AGRÍCOLA,SUBSTANCIAL,0
77663,***,AVIÃO,CESSNA AIRCRAFT,T188C,C188,PISTÃO,MONOMOTOR,1.0,1980.0,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
77661,***,AVIÃO,BOEING COMPANY,737-4K5,***,***,SEM TRAÇÃO,6.0,0.0,BRASIL,NÃO REGULAR,AERÓDROMO NÃO CADASTRADO,EURICO DE AGUIAR SALLES,APROXIMAÇÃO FINAL,NÃO REGULAR,LEVE,0
77660,***,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,1.0,2006.0,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
77657,***,AVIÃO,AIR TRACTOR,AT-402B,AT3T,TURBOÉLICE,MONOMOTOR,1.0,2016.0,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
77656,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,7.0,1983.0,BRASIL,TÁXI AÉREO,CORUMBÁ,CAMPO GRANDE,POUSO,TÁXI AÉREO,LEVE,0
77653,***,AVIÃO,PARADISE INDUSTRIA AERONÁUTICA LTDA,PARADISE P1 LSA,***,PISTÃO,MONOMOTOR,0.0,2016.0,BRASIL,EXPERIMENTAL,GUARAPARI,JOÃO MONTEIRO,POUSO,EXPERIMENTAL,SUBSTANCIAL,0
77650,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-B-1,PAUL,PISTÃO,MONOMOTOR,2.0,1962.0,BRASIL,INSTRUÇÃO,FRANCISCO DE ASSIS,FRANCISCO DE ASSIS,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
77649,***,AVIÃO,CESSNA AIRCRAFT,T188C,C188,PISTÃO,MONOMOTOR,1.0,1980.0,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
77643,***,***,***,***,***,***,***,Não Informado,Não Informado,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,GUARARAPES - GILBERTO FREYRE,DECOLAGEM,REGULAR,LEVE,0
77642,***,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,2.0,2001.0,BRASIL,INSTRUÇÃO,JOÃO MONTEIRO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
77641,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,75.0,2013.0,BRASIL,REGULAR,TANCREDO NEVES,VITÓRIA DA CONQUISTA,CRUZEIRO,REGULAR,NENHUM,0
77640,***,ULTRALEVE,***,ML 400T,ULAC,PISTÃO,MONOMOTOR,2.0,1992.0,BRASIL,EXPERIMENTAL,CATULEVE,CATULEVE,SUBIDA,EXPERIMENTAL,SUBSTANCIAL,0
77639,***,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1973.0,BRASIL,AGRÍCOLA,FAZENDA CERRADÃO,FAZENDA CERRADÃO,POUSO,AGRÍCOLA,SUBSTANCIAL,0
77638,***,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1976.0,BRASIL,AGRÍCOLA,FAZENDA CERRADÃO,FAZENDA CERRADÃO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
77637,***,AVIÃO,CESSNA AIRCRAFT,172M,C172,PISTÃO,MONOMOTOR,4.0,1974.0,BRASIL,PARTICULAR,ERECHIM,SALGADO FILHO,CRUZEIRO,PRIVADA,NENHUM,0
77636,***,***,***,***,***,***,SEM TRAÇÃO,0.0,0.0,BRASIL,INSTRUÇÃO,Comandante Rolim Adolfo Amaro,Comandante Rolim Adolfo Amaro,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
77632,***,AVIÃO,BOEING COMPANY,727-225,B722,JATO,TRIMOTOR,5.0,1980.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,SALGADO FILHO,CRUZEIRO,REGULAR,NENHUM,0
77631,***,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,4.0,2003.0,BRASIL,PARTICULAR,FRANCISCO DE ASSIS,CARLOS PRATES,POUSO,PRIVADA,LEVE,0
77630,***,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1975.0,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
77627,***,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,6.0,1978.0,BRASIL,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,GOVERNADOR JOSÉ RICHA,TÁXI,INSTRUÇÃO,LEVE,0
77622,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,172.0,0.0,BRASIL,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,ANTONIO CARLOS JOBIM / GALEÃO,DESCIDA,REGULAR,LEVE,0
77617,***,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,4.0,2007.0,BRASIL,PARTICULAR,DOURADOS,CAMPO GRANDE,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
77616,***,ULTRALEVE,CARLOS HENRIQUE FONSECA DE OLIVEIRA,FOX V-5 SUPER,ULAC,PISTÃO,MONOMOTOR,2.0,2010.0,BRASIL,EXPERIMENTAL,FLY CLUB,FLY CLUB,CRUZEIRO,PRIVADA,LEVE,0
77614,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,172.0,2011.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,GUARARAPES - GILBERTO FREYRE,DECOLAGEM,REGULAR,NENHUM,0
77612,***,TRIKE,***,***,***,***,SEM TRAÇÃO,0.0,0.0,BRASIL,***,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
77610,***,AVIÃO,BEECH AIRCRAFT,C90,BE9L,TURBOÉLICE,BIMOTOR,8.0,1979.0,BRASIL,PARTICULAR,ANTONIO CARLOS JOBIM / GALEÃO,SOROCABA,POUSO,PRIVADA,LEVE,0
77608,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1988.0,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,AGRÍCOLA,NENHUM,0
77607,***,ULTRALEVE,VERA LUCIA NICIOLI,RV-9A,ULAC,PISTÃO,MONOMOTOR,2.0,2013.0,BRASIL,EXPERIMENTAL,PORTO SEGURO,EURICO DE AGUIAR SALLES,DECOLAGEM,EXPERIMENTAL,NENHUM,0
77603,***,***,***,***,***,***,SEM TRAÇÃO,0.0,0.0,NÃO IDENTIFICADO,***,ANTONIO CARLOS JOBIM / GALEÃO,ANTONIO CARLOS JOBIM / GALEÃO,SUBIDA,REGULAR,NENHUM,0
77602,***,AVIÃO,CESSNA AIRCRAFT,P210N,P210,PISTÃO,MONOMOTOR,6.0,0.0,BRASIL,PARTICULAR,FLORES,FLORES,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
77595,EXPERIMENTAL,ULTRALEVE,***,KOLBFLYER SS,ULAC,PISTÃO,MONOMOTOR,2.0,2008.0,BRASIL,EXPERIMENTAL,JOÃO MONTEIRO,JOÃO MONTEIRO,DECOLAGEM,EXPERIMENTAL,LEVE,0
77594,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,3.0,1992.0,BRASIL,INSTRUÇÃO,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
77587,REGULAR,***,***,***,***,***,SEM TRAÇÃO,0.0,0.0,BRASIL,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,DEPUTADO LUÍS EDUARDO MAGALHÃES,SUBIDA,REGULAR,LEVE,0
77586,EXPERIMENTAL,ULTRALEVE,FLYER INDUSTRIA AERONAUTICA LTDA,PELICAN 500 BR,ULAC,PISTÃO,MONOMOTOR,2.0,2005.0,BRASIL,EXPERIMENTAL,CAMPO DE MARTE - SP,FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME,TÁXI,PRIVADA,NENHUM,0
77581,***,AVIÃO,CESSNA AIRCRAFT,150M,C150,PISTÃO,MONOMOTOR,2.0,1975.0,BRASIL,INSTRUÇÃO,MÁRIO RIBEIRO,MÁRIO RIBEIRO,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,LEVE,0
77580,TÁXI AÉREO,AVIÃO,MITSUBISHI,MU-2B-36A,MU2,TURBOÉLICE,BIMOTOR,11.0,1978.0,BRASIL,TÁXI AÉREO,DEPUTADO LUÍS EDUARDO MAGALHÃES,BARREIRAS,CRUZEIRO,TÁXI AÉREO,NENHUM,0
77576,***,***,***,***,***,***,SEM TRAÇÃO,0.0,0.0,BRASIL,EXPERIMENTAL,SANTA GENOVEVA/GOIÂNIA,TITO TEIXEIRA,VOO A BAIXA ALTURA,EXPERIMENTAL,DESTRUÍDA,1
77575,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,6.0,1983.0,BRASIL,PARTICULAR,NÃO IDENTIFICADO,JUARA SUL,DESCIDA,PRIVADA,NENHUM,0
77573,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,6.0,1998.0,BRASIL,PARTICULAR,ARAGUAÍNA,SANTA GENOVEVA/GOIÂNIA,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0
77572,EXPERIMENTAL,ULTRALEVE,***,IPE-06,ULAC,PISTÃO,MONOMOTOR,2.0,1992.0,BRASIL,EXPERIMENTAL,RANCHO VILLELA,RANCHO VILLELA,POUSO,EXPERIMENTAL,SUBSTANCIAL,0
77571,***,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1993.0,BRASIL,INSTRUÇÃO,SANTA GENOVEVA/GOIÂNIA,SANTA GENOVEVA/GOIÂNIA,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
77569,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,4.0,1982.0,BRASIL,PARTICULAR,ARAPONGAS,FAZENDA CONCÓRDIA,CRUZEIRO,PRIVADA,NENHUM,0
77568,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,4.0,1980.0,BRASIL,PARTICULAR,CARLOS PRATES,FAZENDA IROHY,CRUZEIRO,PRIVADA,LEVE,0
77565,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711B,P28R,PISTÃO,MONOMOTOR,4.0,1979.0,BRASIL,PARTICULAR,MARECHAL RONDON,AEROPORTO REGIONAL DE SORRISO ADOLINO BEDIN,POUSO,PRIVADA,LEVE,0
77562,***,AVIÃO,THRUSH AIRCRAFT,S2R-H80,SS2T,TURBOÉLICE,MONOMOTOR,Não Informado,Não Informado,BRASIL,PARTICULAR,FAZENDA ÁGUA SANTA,FAZENDA ÁGUA SANTA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
77556,REGULAR,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,112.0,2008.0,BRASIL,REGULAR,SANTOS DUMONT,AFONSO PENA,DESCIDA,REGULAR,NENHUM,0
77554,***,AVIÃO,CESSNA AIRCRAFT,T210L,C210,PISTÃO,MONOMOTOR,6.0,1974.0,BRASIL,PARTICULAR,ORIXIMINÁ,PIQUIATUBA,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
77553,PARTICULAR,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,6.0,1981.0,BRASIL,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,ANGRA DOS REIS,DECOLAGEM,PRIVADA,NENHUM,0
77552,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,4.0,2011.0,BRASIL,PARTICULAR,CHÁCARA PARAÍSO,CHÁCARA PARAÍSO,APROXIMAÇÃO FINAL,PRIVADA,LEVE,0
77550,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,A150M,C150,PISTÃO,MONOMOTOR,2.0,1975.0,BRASIL,INSTRUÇÃO,HERCÍLIO LUZ,14 BIS,CRUZEIRO,INSTRUÇÃO,NENHUM,0
77544,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711B,P28R,PISTÃO,MONOMOTOR,4.0,1979.0,BRASIL,TÁXI AÉREO,BREVES,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0
77542,EXPERIMENTAL,***,***,***,***,***,SEM TRAÇÃO,0.0,0.0,BRASIL,EXPERIMENTAL,BRIGADEIRO ARARIPE MACEDO,SENADOR NILO COELHO,CORRIDA APÓS POUSO,EXPERIMENTAL,SUBSTANCIAL,0
77537,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,6.0,2013.0,BRASIL,PARTICULAR,LAURO CARNEIRO DE LOYOLA,CARLOS ALBERTO DA COSTA NEVES,SUBIDA,PRIVADA,NENHUM,0
77536,PARTICULAR,AVIÃO,EMBRAER,ERJ-170-200,E75L,JATO,BIMOTOR,0.0,0.0,BRASIL,PARTICULAR,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,ESPECIALIZADA,PRIVADA,LEVE,0
77535,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,A185E,C185,PISTÃO,MONOMOTOR,6.0,1969.0,BRASIL,PARTICULAR,FORA DE AERODROMO,PROFESSOR URBANO ERNESTO STUMPF,POUSO,PRIVADA,LEVE,0
77524,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,4.0,1988.0,BRASIL,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,GOVERNADOR JOSÉ RICHA,CRUZEIRO,INSTRUÇÃO,NENHUM,0
77522,***,AVIÃO,CESSNA AIRCRAFT,U206F,C206,PISTÃO,MONOMOTOR,6.0,1974.0,BRASIL,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,***,1
77521,***,AVIÃO,CESSNA AIRCRAFT,T206H,C206,PISTÃO,MONOMOTOR,6.0,2013.0,BRASIL,PARTICULAR,SANTA GENOVEVA/GOIÂNIA,CATALÃO,POUSO,PRIVADA,LEVE,0
77515,REGULAR,AVIÃO,BOEING COMPANY,737-809,B738,JATO,BIMOTOR,187.0,1998.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
77513,REGULAR,AVIÃO,BOEING COMPANY,727-2M7,B722,JATO,TRIMOTOR,7.0,1978.0,BRASIL,REGULAR,AFONSO PENA,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
77510,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,7.0,0.0,BRASIL,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,MÁRIO RIBEIRO,CRUZEIRO,PRIVADA,NENHUM,0
77507,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,172N,C172,PISTÃO,MONOMOTOR,4.0,1979.0,BRASIL,INSTRUÇÃO,BACACHERI,BACACHERI,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
77505,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711T,P28T,PISTÃO,MONOMOTOR,4.0,1980.0,BRASIL,PARTICULAR,NOVO HAMBURGO,NOVO HAMBURGO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
77504,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,5.0,1981.0,BRASIL,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CRUZEIRO,POLICIAL,NENHUM,0
77503,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,6.0,2011.0,BRASIL,PARTICULAR,PATOS DE MINAS,PATOS DE MINAS,POUSO,PRIVADA,LEVE,0
77502,***,AVIÃO,BEECH AIRCRAFT,400A,BE40,JATO,BIMOTOR,10.0,1993.0,BRASIL,TÁXI AÉREO,EURICO DE AGUIAR SALLES,MUCURI,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0
77501,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-820C CARAJA,PAT4,TURBOÉLICE,BIMOTOR,7.0,1979.0,BRASIL,TÁXI AÉREO,GOVERNADOR JOSÉ RICHA,GOVERNADOR ANDRÉ FRANCO MONTORO,POUSO,TÁXI AÉREO,NENHUM,0
77500,EXPERIMENTAL,AVIÃO,DENNIS E. MOELLMAN,FOXTROT 4,***,PISTÃO,MONOMOTOR,4.0,Não Informado,BRASIL,EXPERIMENTAL,SANTO ANTÔNIO DE LEVERGER,SANTO ANTÔNIO DE LEVERGER,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
77498,PARTICULAR,HELICÓPTERO,AGUSTA,AW109SP,A109,TURBOEIXO,BIMOTOR,8.0,2011.0,BRASIL,PARTICULAR,HELICIDADE,HELICIDADE,OPERAÇÃO DE SOLO,PRIVADA,LEVE,0
77498,PARTICULAR,HELICÓPTERO,AGUSTA,A109E,A109,TURBOEIXO,BIMOTOR,7.0,2009.0,BRASIL,PARTICULAR,HELICIDADE,SANTOS DUMONT,TÁXI,PRIVADA,LEVE,0
77495,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PA32,PISTÃO,MONOMOTOR,7.0,1977.0,BRASIL,TÁXI AÉREO,FORA DE AERODROMO,TARAUACÁ,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0
77494,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,2.0,1982.0,BRASIL,INSTRUÇÃO,BARTOLOMEU DE GUSMÃO,BARTOLOMEU DE GUSMÃO,APROXIMAÇÃO FINAL,INSTRUÇÃO,NENHUM,0
77492,TÁXI AÉREO,AVIÃO,PIPER AIRCRAFT,PA-42,PAY3,TURBOÉLICE,BIMOTOR,11.0,1981.0,BRASIL,TÁXI AÉREO,SANTA GENOVEVA/GOIÂNIA,EURICO DE AGUIAR SALLES,POUSO,NÃO REGULAR,LEVE,0
77487,***,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1988.0,BRASIL,INSTRUÇÃO,BACACHERI,BACACHERI,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
77483,PARTICULAR,AVIÃO,BEECH AIRCRAFT,C90A,BE9L,TURBOÉLICE,BIMOTOR,13.0,1985.0,BRASIL,PARTICULAR,CAMPO DE MARTE - SP,LEITE LOPES,SUBIDA,PRIVADA,NENHUM,0
77475,***,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,6.0,1974.0,BRASIL,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,PRIVADA,***,0
77474,***,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,Não Informado,Não Informado,BRASIL,PARTICULAR,PORANGATU,PALMEIRAS DE GOIÁS,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
77470,***,AVIÃO,MAULE AIRCRAFT,M-6-235,M6,PISTÃO,MONOMOTOR,4.0,1990.0,BRASIL,PARTICULAR,FORMOSA,BARRA DO GARÇAS,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
77454,***,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1991.0,BRASIL,INSTRUÇÃO,RESENDE,PROFESSOR URBANO ERNESTO STUMPF,TÁXI,INSTRUÇÃO,SUBSTANCIAL,0
77452,***,AVIÃO,BEECH AIRCRAFT,E33A,BE33,PISTÃO,MONOMOTOR,4.0,1960.0,BRASIL,PARTICULAR,TANGARÁ DA SERRA,PROFESSOR ERIBERTO MANOEL REINO,ARREMETIDA NO AR,PRIVADA,SUBSTANCIAL,3
77450,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1.0,1976.0,BRASIL,ESPECIALIZADA,SOLAG - SOL E LUA AVIAÇÃO AGRÍCOLA,AEROPORTO REGIONAL DE SORRISO ADOLINO BEDIN,SUBIDA,PRIVADA,DESTRUÍDA,0
77449,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-31T,PAY2,TURBOÉLICE,BIMOTOR,6.0,1981.0,BRASIL,PARTICULAR,GOVERNADOR JOSÉ RICHA,FORA DE AERODROMO,SUBIDA,PRIVADA,NENHUM,0
77447,***,AVIÃO,CESSNA AIRCRAFT,U206G,C206,PISTÃO,MONOMOTOR,6.0,1980.0,BRASIL,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,DESTRUÍDA,1
77446,TÁXI AÉREO,HELICÓPTERO,AGUSTA,A109E,A109,TURBOEIXO,BIMOTOR,8.0,2006.0,BRASIL,TÁXI AÉREO,CAMPO DE MARTE - SP,CONGONHAS,APROXIMAÇÃO FINAL,TÁXI AÉREO,NENHUM,0
77441,***,AVIÃO,BEECH AIRCRAFT,95-B55,BE55,PISTÃO,BIMOTOR,6.0,1974.0,BRASIL,PARTICULAR,CAMPO DE MARTE - SP,ESTADUAL ARTHUR SIQUEIRA,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
77439,***,***,***,***,***,***,SEM TRAÇÃO,0.0,0.0,BRASIL,INSTRUÇÃO,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
77438,***,AVIÃO,BOEING COMPANY,777-32WER,B77W,JATO,BIMOTOR,384.0,2012.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,ANTONIO CARLOS JOBIM / GALEÃO,TÁXI,REGULAR,LEVE,0
77437,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,7.0,1997.0,BRASIL,PARTICULAR,TEIXEIRA DE FREITAS,ZUMBI DOS PALMARES,CRUZEIRO,PRIVADA,NENHUM,0
77431,***,AVIÃO,CESSNA AIRCRAFT,650,C650,JATO,BIMOTOR,9.0,1984.0,BRASIL,PARTICULAR,SÍLVIO NAME JÚNIOR,SÃO BORJA,DECOLAGEM,PRIVADA,LEVE,0
77429,***,ULTRALEVE,NILSON ROBERTO YAMAÃAKE,VENTURA,ULAC,PISTÃO,MONOMOTOR,2.0,2011.0,BRASIL,EXPERIMENTAL,BARRA DO VENTO,FORA DE AERODROMO,CRUZEIRO,EXPERIMENTAL,SUBSTANCIAL,0
77424,***,ANFÍBIO,CESSNA AIRCRAFT,208 ANFIBIO,C208,TURBOÉLICE,MONOMOTOR,10.0,2009.0,BRASIL,PARTICULAR,EDUARDO GOMES,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,1
77421,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,T206H,C206,PISTÃO,MONOMOTOR,6.0,2009.0,BRASIL,PARTICULAR,JUSCELINO KUBITSCHECK,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CRUZEIRO,PRIVADA,NENHUM,0
77414,REGULAR,AVIÃO,BOEING COMPANY,727-225,B722,JATO,TRIMOTOR,5.0,1980.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,AFONSO PENA,CRUZEIRO,REGULAR,NENHUM,0
77413,***,***,***,***,***,***,SEM TRAÇÃO,0.0,0.0,BRASIL,PARTICULAR,AGRICENTER,ESTÂNCIA SANTA MARIA,DECOLAGEM,PRIVADA,DESTRUÍDA,0
77410,EXPERIMENTAL,***,***,***,***,***,***,Não Informado,Não Informado,BRASIL,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,EXPERIMENTAL,SUBSTANCIAL,0
77407,***,AVIÃO,CESSNA AIRCRAFT,210N,C210,PISTÃO,MONOMOTOR,6.0,1984.0,BRASIL,PARTICULAR,ITAITUBA,ITAITUBA,MANOBRA,PRIVADA,DESTRUÍDA,5
77404,EXPERIMENTAL,ULTRALEVE,EDRA INDUSTRIA AERONAUTICA LTDA,SUPER PETREL LS,ULAC,PISTÃO,MONOMOTOR,2.0,2009.0,BRASIL,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,EXPERIMENTAL,NENHUM,0
