codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_dia,ocorrencia_hora,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_tipo,localizacao
77791,INCIDENTE GRAVE,TERESÓPOLIS,RJ,06/04/2018,22:40:00,1,NÃO,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,TERESÓPOLIS - RJ
77790,INCIDENTE,ROSÁRIO,MA,01/04/2018,20:50:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,ROSÁRIO - MA
77789,INCIDENTE GRAVE,RECIFE,PE,05/04/2018,16:49:00,1,SIM,EXCURSÃO DE PISTA,RECIFE - PE
77787,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,30/03/2018,14:00:00,1,NÃO,PROBLEMAS FISIOLÓGICOS,CAMPOS DOS GOYTACAZES - RJ
77786,ACIDENTE,SANTANA DO ARAGUAIA,PA,03/04/2018,11:15:00,1,NÃO,PERDA DE CONTROLE EM VOO,SANTANA DO ARAGUAIA - PA
77785,ACIDENTE,ROSÁRIO,MA,01/04/2018,19:00:00,1,NÃO,FALHA ESTRUTURAL,ROSÁRIO - MA
77784,INCIDENTE GRAVE,OURILÂNDIA DO NORTE,PA,02/04/2018,17:50:00,1,NÃO,COM TREM DE POUSO,OURILÂNDIA DO NORTE - PA
77782,INCIDENTE,SALVADOR,BA,23/03/2018,19:00:00,1,NÃO,OUTROS,SALVADOR - BA
77781,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,30/03/2018,12:50:00,2,NÃO,COLISÃO DE AERONAVES EM VOO,RIO DE JANEIRO - RJ
77780,INCIDENTE,FORTALEZA,CE,23/03/2018,02:45:00,1,NÃO,CORTANTE DE VENTO / TEMPESTADE,FORTALEZA - CE
77779,INCIDENTE,SÃO PAULO,SP,28/03/2018,17:50:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO - SP
77778,ACIDENTE,TAILÂNDIA,PA,28/03/2018,12:00:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,TAILÂNDIA - PA
77775,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,25/03/2018,01:47:00,1,NÃO,ESTOURO DE PNEU,SÃO JOSÉ DOS PINHAIS - PR
77774,INCIDENTE,PORTO VELHO,RO,27/03/2018,19:54:00,1,NÃO,ESTOURO DE PNEU,PORTO VELHO - RO
77773,ACIDENTE,BRAGANÇA PAULISTA,SP,25/03/2018,21:00:00,1,NÃO,VOO CONTROLADO CONTRA O TERRENO,BRAGANÇA PAULISTA - SP
77771,ACIDENTE,SETUBINHA,MG,18/03/2018,17:00:00,1,NÃO,FALHA DO MOTOR EM VOO,SETUBINHA - MG
77770,ACIDENTE,ARAÇATUBA,SP,22/03/2018,18:15:00,1,NÃO,PANE SECA,ARAÇATUBA - SP
77769,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,24/03/2018,16:57:00,1,NÃO,ESTOURO DE PNEU,SÃO JOSÉ DOS CAMPOS - SP
77768,ACIDENTE,NOVA IGUAÇU,RJ,23/03/2018,18:30:00,1,NÃO,FALHA DO MOTOR EM VOO,NOVA IGUAÇU - RJ
77766,ACIDENTE,CANELA,RS,23/03/2018,21:20:00,1,SIM,PERDA DE CONTROLE NO SOLO,CANELA - RS
77765,INCIDENTE GRAVE,JACAREACANGA,PA,21/03/2018,17:00:00,1,NÃO,POUSO EM LOCAL NÃO PREVISTO,JACAREACANGA - PA
77764,INCIDENTE,SÃO PAULO,SP,21/03/2018,20:00:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO - SP
77763,INCIDENTE,MONTENEGRO,RS,31/01/2018,13:30:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MONTENEGRO - RS
77761,INCIDENTE GRAVE,SINOP,MT,18/03/2018,12:40:00,1,NÃO,COM TREM DE POUSO,SINOP - MT
77757,INCIDENTE GRAVE,TORRES,RS,18/03/2018,20:30:00,1,NÃO,POUSO SEM TREM,TORRES - RS
77756,INCIDENTE GRAVE,IGARASSU,PE,18/03/2018,18:45:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,IGARASSU - PE
77755,INCIDENTE GRAVE,MARAGOGI,AL,18/03/2018,17:15:00,1,NÃO,FALHA ESTRUTURAL,MARAGOGI - AL
77754,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,17/03/2018,15:20:00,1,SIM,EXCURSÃO DE PISTA,BRAGANÇA PAULISTA - SP
77753,ACIDENTE,AVANHANDAVA,SP,16/03/2018,13:00:00,1,NÃO,FALHA DO MOTOR EM VOO,AVANHANDAVA - SP
77752,ACIDENTE,ORIXIMINÁ,PA,16/03/2018,12:40:00,1,NÃO,FALHA DO MOTOR EM VOO,ORIXIMINÁ - PA
77751,INCIDENTE,CAMPINAS,SP,16/03/2018,15:35:00,1,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,CAMPINAS - SP
77750,ACIDENTE,CURRALINHO,PA,15/03/2018,15:00:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,CURRALINHO - PA
77749,ACIDENTE,MONTES CLAROS,MG,14/03/2018,15:30:00,1,NÃO,PANE SECA,MONTES CLAROS - MG
77747,INCIDENTE,TATUÍ,SP,11/03/2018,18:00:00,1,NÃO,COLISÃO COM AVE,TATUÍ - SP
77743,ACIDENTE,JABOTICABAL,SP,13/03/2018,13:00:00,1,NÃO,FALHA DO MOTOR EM VOO,JABOTICABAL - SP
77742,ACIDENTE,URUÇUÍ,PI,10/03/2018,13:35:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,URUÇUÍ - PI
77741,ACIDENTE,CIANORTE,PR,11/03/2018,12:25:00,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CIANORTE - PR
77740,INCIDENTE,SÃO PAULO,SP,11/03/2018,17:30:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO - SP
77736,INCIDENTE,CAMPINAS,SP,07/03/2018,16:50:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
77734,INCIDENTE GRAVE,JOÃO PESSOA,PB,07/03/2018,18:00:00,1,SIM,EXCURSÃO DE PISTA,JOÃO PESSOA - PB
77733,ACIDENTE,SÃO DESIDÉRIO,BA,07/03/2018,17:10:00,1,NÃO,FALHA DO MOTOR EM VOO,SÃO DESIDÉRIO - BA
77732,ACIDENTE,JOINVILLE,SC,08/03/2018,18:55:00,1,NÃO,INDETERMINADO,JOINVILLE - SC
77731,ACIDENTE,AGUDO,RS,06/03/2018,21:30:00,1,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,AGUDO - RS
77730,INCIDENTE,NOBRES,MT,08/03/2018,14:30:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,NOBRES - MT
77729,INCIDENTE GRAVE,TEÓFILO OTONI,MG,04/03/2018,20:40:00,1,NÃO,CONTATO ANORMAL COM A PISTA,TEÓFILO OTONI - MG
77728,INCIDENTE GRAVE,TANGARÁ DA SERRA,MT,06/03/2018,13:00:00,1,NÃO,RELACIONADO COM SECURITY,TANGARÁ DA SERRA - MT
77726,ACIDENTE,RIO DE JANEIRO,RJ,28/01/2018,11:30:00,1,NÃO,COM ROTOR,RIO DE JANEIRO - RJ
77724,ACIDENTE,NOVO HORIZONTE,SC,19/02/2018,10:10:00,1,SIM,EXCURSÃO DE PISTA,NOVO HORIZONTE - SC
77719,INCIDENTE,SÃO PAULO,SP,17/02/2018,19:46:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
77718,ACIDENTE,SANTA RITA DO NOVO DESTINO,GO,22/02/2018,14:00:00,1,NÃO,COM COMANDOS DE VOO,SANTA RITA DO NOVO DESTINO - GO
77717,ACIDENTE,QUADRA,SP,25/02/2018,14:30:00,1,SIM,POUSO LONGO,QUADRA - SP
77716,INCIDENTE,MANAUS,AM,24/02/2018,21:05:00,1,NÃO,COM TREM DE POUSO,MANAUS - AM
77710,ACIDENTE,OSÓRIO,RS,04/03/2018,14:43:00,1,NÃO,PERDA DE CONTROLE EM VOO,OSÓRIO - RS
77707,INCIDENTE,SÃO PAULO,SP,09/02/2018,19:07:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO - SP
77705,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,08/02/2018,18:00:00,1,NÃO,POUSO SEM TREM,SÃO JOSÉ DO RIO PRETO - SP
77704,INCIDENTE,SÃO PAULO,SP,01/02/2018,13:50:00,1,NÃO,F.O.D.,SÃO PAULO - SP
77703,INCIDENTE GRAVE,PARAGUAÇU PAULISTA,SP,14/02/2018,15:45:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,PARAGUAÇU PAULISTA - SP
77702,INCIDENTE,GUARULHOS,SP,01/03/2018,21:12:00,1,NÃO,AERONAVE ATINGIDA POR OBJETO,GUARULHOS - SP
77701,INCIDENTE,ANÁPOLIS,GO,23/01/2018,19:00:00,1,NÃO,COM TREM DE POUSO,ANÁPOLIS - GO
77700,ACIDENTE,MANAUS,AM,22/02/2018,13:10:00,1,NÃO,PERDA DE CONTROLE EM VOO,MANAUS - AM
77699,ACIDENTE,ENTRE-IJUÍS,RS,26/02/2018,19:30:00,1,NÃO,PERDA DE CONTROLE EM VOO,ENTRE-IJUÍS - RS
77698,ACIDENTE,CAMAPUÃ,MS,15/02/2018,14:40:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,CAMAPUÃ - MS
77697,ACIDENTE,ITAITUBA,PA,23/01/2018,21:00:00,1,SIM,EXCURSÃO DE PISTA,ITAITUBA - PA
77696,ACIDENTE,ITAITUBA,PA,28/02/2018,19:30:00,1,SIM,COLISÃO COM FAUNA,ITAITUBA - PA
77695,INCIDENTE GRAVE,BRASÍLIA,DF,22/02/2018,11:00:00,1,NÃO,OUTROS,BRASÍLIA - DF
77694,INCIDENTE,SÃO PAULO,SP,26/02/2018,22:30:00,1,NÃO,PERDA DE CONTROLE NO SOLO,SÃO PAULO - SP
77693,ACIDENTE,TANGARÁ DA SERRA,MT,22/02/2018,14:00:00,1,NÃO,FALHA DO MOTOR EM VOO,TANGARÁ DA SERRA - MT
77691,ACIDENTE,BRASILÂNDIA,MS,27/02/2018,12:40:00,1,NÃO,PERDA DE CONTROLE EM VOO,BRASILÂNDIA - MS
77690,ACIDENTE,RIO BRANCO,AC,11/02/2018,13:30:00,1,NÃO,PERDA DE CONTROLE EM VOO,RIO BRANCO - AC
77689,INCIDENTE GRAVE,JUARA,MT,25/01/2018,12:30:00,1,SIM,EXCURSÃO DE PISTA,JUARA - MT
77688,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,03/02/2018,15:00:00,1,NÃO,COM TREM DE POUSO,BRAGANÇA PAULISTA - SP
77687,ACIDENTE,PENÁPOLIS,SP,07/02/2018,12:10:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,PENÁPOLIS - SP
77686,ACIDENTE,GARIBALDI,RS,19/01/2018,18:35:00,1,NÃO,POUSO ANTES DA PISTA,GARIBALDI - RS
77685,ACIDENTE,ITAPETININGA,SP,12/02/2018,21:30:00,1,NÃO,PERDA DE CONTROLE NO SOLO,ITAPETININGA - SP
77684,ACIDENTE,ARROIO GRANDE,RS,26/01/2018,09:00:00,1,SIM,PERDA DE CONTROLE NO SOLO,ARROIO GRANDE - RS
77682,INCIDENTE,BELÉM,PA,10/01/2018,23:39:00,1,NÃO,COLISÃO COM AVE,BELÉM - PA
77680,ACIDENTE,PORTO UNIÃO,SC,17/02/2018,18:30:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,PORTO UNIÃO - SC
77679,ACIDENTE,PASSO FUNDO,RS,14/02/2018,17:15:00,1,NÃO,FALHA DO MOTOR EM VOO,PASSO FUNDO - RS
77678,ACIDENTE,RECIFE,PE,23/01/2018,09:05:00,1,NÃO,FALHA ESTRUTURAL,RECIFE - PE
77676,INCIDENTE,BELÉM,PA,21/01/2018,16:40:00,1,NÃO,COLISÃO COM AVE,BELÉM - PA
77675,ACIDENTE,ARROIO GRANDE,RS,08/02/2018,15:30:00,1,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,ARROIO GRANDE - RS
77673,INCIDENTE GRAVE,PASSO FUNDO,RS,28/02/2018,11:00:00,1,SIM,EXCURSÃO DE PISTA,PASSO FUNDO - RS
77672,ACIDENTE,FORMOSA DO RIO PRETO,BA,13/01/2018,10:50:00,1,SIM,EXCURSÃO DE PISTA,FORMOSA DO RIO PRETO - BA
77670,ACIDENTE,ITAITUBA,PA,07/02/2018,15:30:00,1,NÃO,PERDA DE CONTROLE EM VOO,ITAITUBA - PA
77667,ACIDENTE,RIBEIRÃO CASCALHEIRA,MT,09/02/2018,14:00:00,1,NÃO,FALHA DO MOTOR EM VOO,RIBEIRÃO CASCALHEIRA - MT
77666,ACIDENTE,MATA,RS,01/02/2018,18:10:00,1,NÃO,POUSO ANTES DA PISTA,MATA - RS
77663,ACIDENTE,INACIOLÂNDIA,GO,26/01/2018,12:20:00,1,SIM,INCURSÃO EM PISTA,INACIOLÂNDIA - GO
77661,INCIDENTE,VITÓRIA,ES,07/02/2018,07:37:00,1,NÃO,COLISÃO COM AVE,VITÓRIA - ES
77660,ACIDENTE,SÃO DESIDÉRIO,BA,18/02/2018,19:15:00,1,NÃO,PERDA DE CONTROLE EM VOO,SÃO DESIDÉRIO - BA
77657,ACIDENTE,ITABELA,BA,18/01/2018,11:15:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,ITABELA - BA
77656,INCIDENTE,CAMPO GRANDE,MS,18/01/2018,20:28:00,1,NÃO,ESTOURO DE PNEU,CAMPO GRANDE - MS
77653,ACIDENTE,VILA VELHA,ES,21/01/2018,15:40:00,1,SIM,PERDA DE CONTROLE NO SOLO,VILA VELHA - ES
77650,ACIDENTE,JUIZ DE FORA,MG,18/01/2018,13:30:00,1,SIM,EXCURSÃO DE PISTA,JUIZ DE FORA - MG
77649,ACIDENTE,QUATRO IRMÃOS,RS,19/01/2018,17:40:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,QUATRO IRMÃOS - RS
77643,INCIDENTE,GUARULHOS,SP,17/01/2018,09:05:00,1,NÃO,FALHA DO MOTOR NO SOLO,GUARULHOS - SP
77642,ACIDENTE,LINHARES,ES,13/01/2018,17:30:00,1,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,LINHARES - ES
77641,INCIDENTE,VITÓRIA DA CONQUISTA,BA,15/01/2018,23:30:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,VITÓRIA DA CONQUISTA - BA
77640,ACIDENTE,AQUIRAZ,CE,15/01/2018,12:43:00,1,NÃO,PERDA DE CONTROLE EM VOO,AQUIRAZ - CE
77639,ACIDENTE,DOM PEDRITO,RS,10/01/2018,16:20:00,1,NÃO,INDETERMINADO,DOM PEDRITO - RS
77638,ACIDENTE,DOM PEDRITO,RS,10/01/2018,12:00:00,1,NÃO,INDETERMINADO,DOM PEDRITO - RS
77637,INCIDENTE,BENTO GONÇALVES,RS,11/01/2018,11:14:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BENTO GONÇALVES - RS
77636,ACIDENTE,JUNDIAÍ,SP,14/01/2018,10:18:00,1,NÃO,OUTROS,JUNDIAÍ - SP
77632,INCIDENTE,GUARULHOS,SP,12/01/2018,06:00:00,1,NÃO,FALHA DO MOTOR EM VOO,GUARULHOS - SP
77631,INCIDENTE,BELO HORIZONTE,MG,04/01/2018,16:08:00,1,NÃO,POUSO BRUSCO,BELO HORIZONTE - MG
77630,ACIDENTE,SÃO LOURENÇO DO SUL,RS,10/01/2018,12:00:00,1,NÃO,OUTROS,SÃO LOURENÇO DO SUL - RS
77627,INCIDENTE,LONDRINA,PR,05/01/2018,16:20:00,1,NÃO,ESTOURO DE PNEU,LONDRINA - PR
77622,INCIDENTE,RIO DE JANEIRO,RJ,05/01/2018,19:00:00,1,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,RIO DE JANEIRO - RJ
77617,INCIDENTE,CAMPO GRANDE,MS,04/01/2018,20:44:00,1,NÃO,ESTOURO DE PNEU,CAMPO GRANDE - MS
77616,INCIDENTE GRAVE,PORTO SEGURO,BA,04/01/2018,20:45:00,1,NÃO,FALHA DO MOTOR EM VOO,PORTO SEGURO - BA
77614,INCIDENTE,GUARULHOS,SP,05/01/2018,03:17:00,1,NÃO,PERDA DE CONTROLE NO SOLO,GUARULHOS - SP
77612,ACIDENTE,ITAPEMA,SC,06/01/2018,10:30:00,1,NÃO,PERDA DE CONTROLE EM VOO,ITAPEMA - SC
77610,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,04/01/2018,23:38:00,1,NÃO,POUSO SEM TREM,RIO DE JANEIRO - RJ
77608,INCIDENTE GRAVE,ARROIO GRANDE,RS,03/01/2018,13:51:00,1,NÃO,FALHA DO MOTOR EM VOO,ARROIO GRANDE - RS
77607,INCIDENTE,PORTO SEGURO,BA,03/01/2018,11:36:00,1,NÃO,FALHA DO MOTOR EM VOO,PORTO SEGURO - BA
77603,INCIDENTE,RIO DE JANEIRO,RJ,21/08/2017,04:09:00,1,NÃO,FALHA DO MOTOR EM VOO,RIO DE JANEIRO - RJ
77602,ACIDENTE,MANAUS,AM,22/08/2017,21:30:00,1,SIM,EXCURSÃO DE PISTA,MANAUS - AM
77595,INCIDENTE GRAVE,VILA VELHA,ES,27/08/2017,19:00:00,1,NÃO,FALHA DO MOTOR EM VOO,VILA VELHA - ES
77594,INCIDENTE,UBERLÂNDIA,MG,27/08/2017,20:40:00,1,NÃO,PERDA DE CONTROLE NO SOLO,UBERLÂNDIA - MG
77587,INCIDENTE,RIO DE JANEIRO,RJ,29/08/2017,12:49:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
77586,INCIDENTE,SÃO PAULO,SP,29/08/2017,13:30:00,1,SIM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO - SP
77581,INCIDENTE GRAVE,MONTES CLAROS,MG,31/08/2017,20:15:00,1,NÃO,PANE SECA,MONTES CLAROS - MG
77580,INCIDENTE,LENÇÓIS,BA,31/08/2017,13:10:00,1,NÃO,FALHA DO MOTOR EM VOO,LENÇÓIS - BA
77576,ACIDENTE,SÃO FRANCISCO DE SALES,MG,02/09/2017,18:30:00,1,NÃO,PERDA DE CONTROLE EM VOO,SÃO FRANCISCO DE SALES - MG
77575,INCIDENTE,JUARA,MT,02/09/2017,09:50:00,1,NÃO,FALHA DO MOTOR EM VOO,JUARA - MT
77573,INCIDENTE,GOIÂNIA,GO,03/09/2017,16:00:00,1,NÃO,ESTOURO DE PNEU,GOIÂNIA - GO
77572,ACIDENTE,ITAÍ,SP,03/09/2017,20:00:00,1,NÃO,POUSO BRUSCO,ITAÍ - SP
77571,INCIDENTE,GOIÂNIA,GO,03/09/2017,11:20:00,1,NÃO,PERDA DE CONTROLE NO SOLO,GOIÂNIA - GO
77569,INCIDENTE,ARAPONGAS,PR,05/09/2017,14:17:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,ARAPONGAS - PR
77568,INCIDENTE GRAVE,PEDRALVA,MG,05/09/2017,19:00:00,1,NÃO,PERDA DE COMPONENTE EM VOO,PEDRALVA - MG
77565,INCIDENTE GRAVE,VÁRZEA GRANDE,MT,06/09/2017,17:46:00,1,SIM,POUSO SEM TREM,VÁRZEA GRANDE - MT
77562,ACIDENTE,PERDIZES,MG,06/09/2017,09:50:00,1,NÃO,FALHA DO MOTOR EM VOO,PERDIZES - MG
77556,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,07/09/2017,20:01:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO JOSÉ DOS PINHAIS - PR
77554,ACIDENTE,SANTARÉM,PA,07/09/2017,19:40:00,1,NÃO,FALHA DO MOTOR EM VOO,SANTARÉM - PA
77553,INCIDENTE,BELO HORIZONTE,MG,07/09/2017,15:46:00,1,NÃO,COM PARA-BRISAS / JANELA / PORTA,BELO HORIZONTE - MG
77552,INCIDENTE,MARITUBA,PA,08/09/2017,14:30:00,1,NÃO,COLISÃO COM AVE,MARITUBA - PA
77550,INCIDENTE,LONDRINA,PR,08/09/2017,19:05:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,LONDRINA - PR
77544,ACIDENTE,SÃO SEBASTIÃO DA BOA VISTA,PA,08/09/2017,13:00:00,1,NÃO,FALHA DO MOTOR EM VOO,SÃO SEBASTIÃO DA BOA VISTA - PA
77542,ACIDENTE,PETROLINA,PE,09/09/2017,13:56:00,1,NÃO,COM TREM DE POUSO,PETROLINA - PE
77537,INCIDENTE,JOINVILLE,SC,11/09/2017,20:03:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,JOINVILLE - SC
77536,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,11/09/2017,13:05:00,1,NÃO,F.O.D.,SÃO JOSÉ DOS CAMPOS - SP
77535,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,11/09/2017,13:00:00,1,NÃO,PERDA DE COMPONENTE NO SOLO,SÃO JOSÉ DOS CAMPOS - SP
77524,INCIDENTE,LONDRINA,PR,15/09/2017,21:30:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,LONDRINA - PR
77522,ACIDENTE,CARACARAÍ,RR,15/09/2017,15:00:00,1,NÃO,INDETERMINADO,CARACARAÍ - RR
77521,INCIDENTE GRAVE,CATALÃO,GO,15/09/2017,16:00:00,1,SIM,POUSO BRUSCO,CATALÃO - GO
77515,INCIDENTE,GUARULHOS,SP,17/09/2017,23:21:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS - SP
77513,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,18/09/2017,04:00:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO JOSÉ DOS PINHAIS - PR
77510,INCIDENTE,BELO HORIZONTE,MG,19/09/2017,17:09:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BELO HORIZONTE - MG
77507,INCIDENTE,CURITIBA,PR,20/09/2017,17:28:00,1,NÃO,ESTOURO DE PNEU,CURITIBA - PR
77505,ACIDENTE,NOVO HAMBURGO,RS,20/09/2017,14:15:00,1,SIM,EXCURSÃO DE PISTA,NOVO HAMBURGO - RS
77504,INCIDENTE,BELO HORIZONTE,MG,20/09/2017,17:40:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BELO HORIZONTE - MG
77503,INCIDENTE,PATOS DE MINAS,MG,21/09/2017,21:20:00,1,NÃO,POUSO BRUSCO,PATOS DE MINAS - MG
77502,INCIDENTE GRAVE,MUCURI,BA,21/09/2017,18:40:00,1,SIM,EXCURSÃO DE PISTA,MUCURI - BA
77501,INCIDENTE,GUARULHOS,SP,21/09/2017,22:00:00,1,NÃO,ESTOURO DE PNEU,GUARULHOS - SP
77500,ACIDENTE,SANTO ANTÔNIO DO LEVERGER,MT,21/09/2017,10:20:00,1,SIM,PERDA DE CONTROLE NO SOLO,SANTO ANTÔNIO DO LEVERGER - MT
77498,INCIDENTE,SÃO PAULO,SP,22/09/2017,20:10:00,2,NÃO,COLISÃO COM AERONAVE NO SOLO,SÃO PAULO - SP
77495,ACIDENTE,FEIJÓ,AC,23/09/2017,16:00:00,1,NÃO,FALHA DO MOTOR EM VOO,FEIJÓ - AC
77494,INCIDENTE,ARARAQUARA,SP,24/09/2017,12:40:00,1,NÃO,INCURSÃO EM PISTA,ARARAQUARA - SP
77492,INCIDENTE,VITÓRIA,ES,24/09/2017,17:07:00,1,NÃO,F.O.D.,VITÓRIA - ES
77487,ACIDENTE,CURITIBA,PR,26/09/2017,19:01:00,1,NÃO,PERDA DE CONTROLE NO SOLO,CURITIBA - PR
77483,INCIDENTE,BRAGANÇA PAULISTA,SP,27/09/2017,21:00:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BRAGANÇA PAULISTA - SP
77475,ACIDENTE,BELTERRA,PA,30/09/2017,13:00:00,1,NÃO,INDETERMINADO,BELTERRA - PA
77474,ACIDENTE,SÃO LUÍS DE MONTES BELOS,GO,30/09/2017,16:15:00,1,NÃO,POUSO EM LOCAL NÃO PREVISTO,SÃO LUÍS DE MONTES BELOS - GO
77470,ACIDENTE,FORMOSA,GO,01/10/2017,13:30:00,1,SIM,PERDA DE CONTROLE NO SOLO,FORMOSA - GO
77454,ACIDENTE,SÃO JOSÉ DOS CAMPOS,SP,07/10/2017,11:25:00,1,NÃO,PERDA DE CONTROLE NO SOLO,SÃO JOSÉ DOS CAMPOS - SP
77452,ACIDENTE,SÃO JOSÉ DO RIO PRETO,SP,09/10/2017,15:25:00,1,NÃO,PANE SECA,SÃO JOSÉ DO RIO PRETO - SP
77450,ACIDENTE,LUCAS DO RIO VERDE,MT,10/10/2017,11:30:00,1,NÃO,PERDA DE CONTROLE EM VOO,LUCAS DO RIO VERDE - MT
77449,INCIDENTE,LONDRINA,PR,11/10/2017,16:37:00,1,NÃO,VAZAMENTO DE COMBUSTÍVEL,LONDRINA - PR
77447,ACIDENTE,ITAITUBA,PA,11/10/2017,16:00:00,1,NÃO,PERDA DE CONTROLE EM VOO,ITAITUBA - PA
77446,INCIDENTE,SÃO PAULO,SP,11/10/2017,13:20:00,1,NÃO,FALHA DO MOTOR EM VOO,SÃO PAULO - SP
77441,ACIDENTE,ATIBAIA,SP,12/10/2017,15:40:00,1,SIM,EXCURSÃO DE PISTA,ATIBAIA - SP
77439,ACIDENTE,CAMPINAS,SP,12/10/2017,19:00:00,1,SIM,PERDA DE CONTROLE EM VOO,CAMPINAS - SP
77438,INCIDENTE,RIO DE JANEIRO,RJ,12/10/2017,11:40:00,1,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,RIO DE JANEIRO - RJ
77437,INCIDENTE,PORTO SEGURO,BA,12/10/2017,14:20:00,1,NÃO,FALHA DO MOTOR EM VOO,PORTO SEGURO - BA
77431,INCIDENTE GRAVE,MARINGÁ,PR,15/10/2017,17:30:00,1,SIM,ESTOURO DE PNEU,MARINGÁ - PR
77429,ACIDENTE,BONFIM,RR,16/10/2017,11:40:00,1,NÃO,FALHA DO MOTOR EM VOO,BONFIM - RR
77424,ACIDENTE,NOVO AIRÃO,AM,17/10/2017,15:40:00,1,NÃO,OUTROS,NOVO AIRÃO - AM
77421,INCIDENTE,BELO HORIZONTE,MG,18/10/2017,17:40:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BELO HORIZONTE - MG
77414,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,20/10/2017,07:00:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO JOSÉ DOS PINHAIS - PR
77413,ACIDENTE,PONTA PORÃ,MS,20/10/2017,18:45:00,1,SIM,PERDA DE CONTROLE NO SOLO,PONTA PORÃ - MS
77410,ACIDENTE,RIO NEGRINHO,SC,21/10/2017,19:45:00,1,NÃO,FALHA DO MOTOR EM VOO,RIO NEGRINHO - SC
