codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_dia,ocorrencia_hora,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_tipo,localizacao
83097,ACIDENTE,PARAIBUNA,SP,31/12/2023,18:00:00,1,NÃO,INDETERMINADO,PARAIBUNA - SP
83085,INCIDENTE,RIO BRANCO,AC,13/12/2023,11:33:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RIO BRANCO - AC
83074,INCIDENTE,BELO HORIZONTE,MG,20/12/2023,20:00:00,1,NÃO,COLISÃO COM AVE,BELO HORIZONTE - MG
83063,INCIDENTE,BRASÍLIA,DF,29/12/2023,21:20:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
83051,INCIDENTE,CARAUARI,AM,09/12/2023,18:30:00,1,NÃO,COLISÃO COM AVE,CARAUARI - AM
83044,INCIDENTE,CAMPINAS,SP,29/12/2023,23:50:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
83036,INCIDENTE,CABO FRIO,RJ,30/12/2023,21:47:00,1,NÃO,COLISÃO COM AVE,CABO FRIO - RJ
83035,INCIDENTE,FERNANDO DE NORONHA,PE,30/12/2023,21:00:00,1,NÃO,COLISÃO COM AVE,FERNANDO DE NORONHA - PE
83033,INCIDENTE,PRESIDENTE PRUDENTE,SP,28/12/2023,10:34:00,1,NÃO,COLISÃO COM AVE,PRESIDENTE PRUDENTE - SP
83032,INCIDENTE,PALMAS,TO,29/12/2023,05:07:00,1,NÃO,COLISÃO COM AVE,PALMAS - TO
83031,INCIDENTE,SÃO LUÍS,MA,27/12/2023,20:21:00,1,NÃO,COLISÃO COM AVE,SÃO LUÍS - MA
83030,INCIDENTE,BELÉM,PA,26/12/2023,14:35:00,1,NÃO,COLISÃO COM AVE,BELÉM - PA
83029,INCIDENTE,CAMPINAS,SP,25/12/2023,02:47:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
83028,INCIDENTE,CONFINS,MG,25/12/2023,08:00:00,1,NÃO,COLISÃO COM AVE,CONFINS - MG
83027,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,22/12/2023,09:45:00,1,NÃO,COLISÃO COM AVE,SÃO JOSÉ DOS PINHAIS - PR
83026,INCIDENTE,GOVERNADOR VALADARES,MG,23/12/2023,01:47:00,1,NÃO,COLISÃO COM AVE,GOVERNADOR VALADARES - MG
83025,INCIDENTE,SALVADOR,BA,21/12/2023,23:45:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
83024,INCIDENTE,FLORIANÓPOLIS,SC,19/12/2023,14:12:00,1,NÃO,COLISÃO COM AVE,FLORIANÓPOLIS - SC
83012,INCIDENTE,CURITIBA,PR,26/12/2023,16:23:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CURITIBA - PR
83011,INCIDENTE,CAMPINAS,SP,23/12/2023,18:30:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
83010,INCIDENTE GRAVE,BRUSQUE,SC,13/12/2023,21:05:00,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,BRUSQUE - SC
83008,INCIDENTE,LONDRINA,PR,18/12/2023,23:20:00,1,NÃO,COLISÃO COM AVE,LONDRINA - PR
83007,INCIDENTE,RIBEIRÃO PRETO,SP,17/12/2023,20:45:00,1,NÃO,COLISÃO COM AVE,RIBEIRÃO PRETO - SP
83001,INCIDENTE,SALVADOR,BA,25/12/2023,11:31:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
82997,INCIDENTE,GUARULHOS,SP,25/11/2023,03:01:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82996,INCIDENTE,FORTALEZA,CE,25/11/2023,01:15:00,1,NÃO,COLISÃO COM AVE,FORTALEZA - CE
82995,INCIDENTE,CAXIAS DO SUL,RS,26/11/2023,14:47:00,1,NÃO,COLISÃO COM AVE,CAXIAS DO SUL - RS
82994,INCIDENTE,IMPERATRIZ,MA,26/11/2023,15:00:00,1,NÃO,COLISÃO COM AVE,IMPERATRIZ - MA
82993,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,24/11/2023,09:52:00,1,NÃO,COLISÃO COM AVE,SÃO JOSÉ DOS PINHAIS - PR
82992,INCIDENTE,CAMPINAS,SP,27/11/2023,05:15:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
82991,INCIDENTE,CAMPINAS,SP,24/11/2023,00:14:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
82990,INCIDENTE,BELÉM,PA,24/11/2023,04:09:00,1,NÃO,COLISÃO COM AVE,BELÉM - PA
82987,INCIDENTE,RIO DE JANEIRO,RJ,27/11/2023,19:38:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82986,INCIDENTE,MONTES CLAROS,MG,23/11/2023,00:35:00,1,NÃO,COLISÃO COM AVE,MONTES CLAROS - MG
82979,INCIDENTE,PORTO ALEGRE,RS,24/12/2023,17:16:00,1,NÃO,COM TREM DE POUSO,PORTO ALEGRE - RS
82974,INCIDENTE,CAMPINAS,SP,23/11/2023,13:43:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
82973,INCIDENTE,CAMPINAS,SP,23/12/2023,12:04:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
82972,INCIDENTE,CAMPINAS,SP,28/11/2023,17:27:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
82971,INCIDENTE,CAMPINAS,SP,23/11/2023,19:40:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
82970,INCIDENTE,GUARULHOS,SP,23/11/2023,11:01:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82967,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,28/12/2023,20:18:00,1,NÃO,COLISÃO COM AVE,SÃO JOSÉ DOS PINHAIS - PR
82966,INCIDENTE,SÃO PAULO,SP,23/12/2023,00:15:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82965,INCIDENTE,SÃO PAULO,SP,25/11/2023,00:53:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82964,INCIDENTE,RIO DE JANEIRO,RJ,02/12/2023,21:28:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82963,INCIDENTE,SALVADOR,BA,01/11/2023,09:30:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
82962,INCIDENTE,LONDRINA,PR,30/10/2023,11:24:00,1,NÃO,COLISÃO COM AVE,LONDRINA - PR
82959,INCIDENTE,RIBEIRÃO PRETO,SP,23/12/2023,10:17:00,1,NÃO,COLISÃO COM AVE,RIBEIRÃO PRETO - SP
82957,INCIDENTE,BRASÍLIA,DF,26/12/2023,22:45:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82956,INCIDENTE,BRASÍLIA,DF,29/12/2023,22:50:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82955,INCIDENTE,SANTO ÂNGELO,RS,28/12/2023,23:40:00,1,NÃO,COLISÃO COM AVE,SANTO ÂNGELO - RS
82954,INCIDENTE,PORTO ALEGRE,RS,29/12/2023,08:00:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82953,INCIDENTE,UBERLÂNDIA,MG,31/12/2023,22:30:00,1,NÃO,COLISÃO COM AVE,UBERLÂNDIA - MG
82952,INCIDENTE,FLORIANÓPOLIS,SC,19/12/2023,10:53:00,1,NÃO,COLISÃO COM AVE,FLORIANÓPOLIS - SC
82951,INCIDENTE,NAVEGANTES,SC,19/09/2023,11:12:00,1,NÃO,COLISÃO COM AVE,NAVEGANTES - SC
82948,INCIDENTE,SALVADOR,BA,29/12/2023,08:32:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
82947,INCIDENTE,PORTO ALEGRE,RS,29/12/2023,02:02:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82946,INCIDENTE,UBERLÂNDIA,MG,27/12/2023,22:27:00,1,NÃO,COLISÃO COM AVE,UBERLÂNDIA - MG
82945,INCIDENTE,SALVADOR,BA,25/10/2023,09:12:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
82944,INCIDENTE,SÃO PAULO,SP,04/09/2023,16:05:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82943,INCIDENTE,SÃO ROQUE,SP,26/12/2023,00:15:00,1,NÃO,COLISÃO COM AVE,SÃO ROQUE - SP
82940,INCIDENTE,MACEIÓ,AL,28/12/2023,09:05:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,MACEIÓ - AL
82938,INCIDENTE,MACAÉ,RJ,30/12/2023,10:42:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MACAÉ - RJ
82937,INCIDENTE,FLORIANÓPOLIS,SC,16/12/2023,09:35:00,1,NÃO,COLISÃO COM AVE,FLORIANÓPOLIS - SC
82936,INCIDENTE,GOIÂNIA,GO,16/12/2023,13:59:00,1,NÃO,COLISÃO COM AVE,GOIÂNIA - GO
82935,INCIDENTE,PRESIDENTE PRUDENTE,SP,12/12/2023,02:54:00,1,NÃO,COLISÃO COM AVE,PRESIDENTE PRUDENTE - SP
82934,INCIDENTE,JOINVILLE,SC,12/12/2023,09:12:00,1,NÃO,COLISÃO COM AVE,JOINVILLE - SC
82933,INCIDENTE,GUARULHOS,SP,25/10/2023,00:43:00,1,NÃO,OUTROS,GUARULHOS - SP
82932,ACIDENTE,URUGUAIANA,RS,21/12/2023,21:10:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,URUGUAIANA - RS
82931,INCIDENTE,GUARULHOS,SP,27/12/2023,18:34:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS - SP
82930,INCIDENTE,FORTALEZA,CE,27/12/2023,16:35:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FORTALEZA - CE
82929,INCIDENTE,PORTO ALEGRE,RS,26/12/2023,20:40:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PORTO ALEGRE - RS
82928,INCIDENTE,BELÉM,PA,19/12/2023,23:30:00,1,NÃO,COLISÃO COM AVE,BELÉM - PA
82927,INCIDENTE,MANAUS,AM,26/11/2023,03:01:00,1,NÃO,COLISÃO COM AVE,MANAUS - AM
82926,INCIDENTE,SÃO PAULO,SP,18/12/2023,14:50:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82925,INCIDENTE,BRASÍLIA,DF,19/12/2023,22:00:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82924,INCIDENTE,FORTALEZA,CE,23/12/2023,18:40:00,1,NÃO,COLISÃO COM AVE,FORTALEZA - CE
82923,INCIDENTE,VÁRZEA GRANDE,MT,05/09/2023,00:28:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,VÁRZEA GRANDE - MT
82922,INCIDENTE,GUARULHOS,SP,27/09/2023,19:15:00,1,NÃO,CORTANTE DE VENTO / TEMPESTADE,GUARULHOS - SP
82921,INCIDENTE,BELÉM,PA,19/11/2023,22:20:00,1,NÃO,OPERAÇÕES NO SOLO,BELÉM - PA
82920,INCIDENTE,RIO DE JANEIRO,RJ,27/12/2023,01:08:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82919,INCIDENTE,SÃO LUÍS,MA,27/12/2023,00:20:00,1,NÃO,COLISÃO COM AVE,SÃO LUÍS - MA
82918,INCIDENTE,CAMPINAS,SP,27/12/2023,00:51:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
82917,INCIDENTE,CONFINS,MG,12/11/2023,14:20:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,CONFINS - MG
82916,INCIDENTE,GUARULHOS,SP,26/11/2023,18:10:00,1,NÃO,OPERAÇÕES NO SOLO,GUARULHOS - SP
82915,INCIDENTE,GUARULHOS,SP,25/11/2023,21:13:00,1,NÃO,CONTATO ANORMAL COM A PISTAA,GUARULHOS - SP
82914,INCIDENTE,VITÓRIA,ES,11/12/2023,18:13:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,VITÓRIA - ES
82913,INCIDENTE,SÃO PAULO,SP,20/12/2023,12:45:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82912,INCIDENTE,JOINVILLE,SC,21/12/2023,21:08:00,1,NÃO,COLISÃO COM AVE,JOINVILLE - SC
82911,INCIDENTE,GUARULHOS,SP,21/12/2023,20:19:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82910,INCIDENTE,ILHÉUS,BA,20/12/2023,22:07:00,1,NÃO,COLISÃO COM AVE,ILHÉUS - BA
82909,INCIDENTE,JUNDIAÍ,SP,21/12/2023,18:15:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,JUNDIAÍ - SP
82908,INCIDENTE,VÁRZEA GRANDE,MT,22/12/2023,06:01:00,1,NÃO,COLISÃO COM AVE,VÁRZEA GRANDE - MT
82907,INCIDENTE,PALMAS,TO,22/12/2023,19:40:00,1,NÃO,COLISÃO COM AVE,PALMAS - TO
82906,INCIDENTE,RIO DE JANEIRO,RJ,23/12/2023,19:29:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82905,INCIDENTE,JAGUARUNA,SC,21/12/2023,23:17:00,1,NÃO,COLISÃO COM AVE,JAGUARUNA - SC
82904,INCIDENTE,BAYEUX,PB,22/12/2023,21:03:00,1,NÃO,COLISÃO COM AVE,BAYEUX - PB
82903,INCIDENTE,ARACAJU,SE,27/12/2023,09:56:00,1,NÃO,COLISÃO COM AVE,ARACAJU - SE
82902,INCIDENTE,MACAPÁ,AP,26/12/2023,02:50:00,1,NÃO,COLISÃO COM AVE,MACAPÁ - AP
82901,INCIDENTE,CAMPINAS,SP,27/12/2023,14:13:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
82900,ACIDENTE,JABOTICABAL,SP,23/12/2023,12:00:00,1,NÃO,INDETERMINADO,JABOTICABAL - SP
82899,ACIDENTE,CARMO DA CACHOEIRA,MG,26/12/2023,13:40:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,CARMO DA CACHOEIRA - MG
82898,INCIDENTE,SÃO PAULO,SP,26/12/2023,10:30:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO - SP
82897,ACIDENTE,DOM PEDRITO,RS,17/12/2023,21:35:00,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,DOM PEDRITO - RS
82896,ACIDENTE,BIRITIBA-MIRIM,SP,22/12/2023,18:00:00,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,BIRITIBA-MIRIM - SP
82895,INCIDENTE,GUARULHOS,SP,25/10/2023,01:53:00,1,NÃO,OUTROS,GUARULHOS - SP
82894,INCIDENTE,RIO DE JANEIRO,RJ,18/12/2023,05:35:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,RIO DE JANEIRO - RJ
82892,INCIDENTE,BRASÍLIA,DF,23/11/2023,08:48:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82891,INCIDENTE,CAMPINAS,SP,22/11/2023,03:06:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
82890,INCIDENTE,GOIANÁ,MG,21/11/2023,01:40:00,1,NÃO,COLISÃO COM AVE,GOIANÁ - MG
82889,INCIDENTE,ARAÇATUBA,SP,21/11/2023,22:20:00,1,NÃO,COLISÃO COM AVE,ARAÇATUBA - SP
82888,INCIDENTE,FLORIANÓPOLIS,SC,20/11/2023,22:56:00,1,NÃO,COLISÃO COM AVE,FLORIANÓPOLIS - SC
82887,INCIDENTE,CAMPO GRANDE,MS,20/11/2023,23:25:00,1,NÃO,COLISÃO COM AVE,CAMPO GRANDE - MS
82886,INCIDENTE,GUARULHOS,SP,27/11/2023,10:34:00,1,NÃO,OPERAÇÕES NO SOLO,GUARULHOS - SP
82885,INCIDENTE,SINOP,MT,17/12/2023,03:55:00,1,NÃO,POUSO AQUÉM/ALÉM DA PISTA,SINOP - MT
82884,INCIDENTE,SALVADOR,BA,28/11/2023,21:25:00,1,NÃO,TURBULÊNCIA,SALVADOR - BA
82883,INCIDENTE,CAMPINAS,SP,24/11/2023,23:14:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
82882,INCIDENTE,GUARULHOS,SP,20/11/2023,09:56:00,1,NÃO,OPERAÇÕES NO SOLO,GUARULHOS - SP
82881,INCIDENTE,GUARULHOS,SP,28/10/2023,18:58:00,1,NÃO,CONTATO ANORMAL COM A PISTAA,GUARULHOS - SP
82880,INCIDENTE,MANAUS,AM,25/10/2023,18:45:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MANAUS - AM
82879,INCIDENTE,PORTO ALEGRE,RS,18/11/2023,17:20:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PORTO ALEGRE - RS
82878,INCIDENTE,PORTO ALEGRE,RS,26/10/2023,11:20:00,1,NÃO,COLISÃO COM FAUNA,PORTO ALEGRE - RS
82877,INCIDENTE,RECIFE,PE,02/12/2023,10:53:00,1,NÃO,FOGO/FUMAÇA (SEM IMPACTO),RECIFE - PE
82876,INCIDENTE,NOVA BELÉM,MG,16/12/2023,17:40:00,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,NOVA BELÉM - MG
82874,ACIDENTE,SÃO JOSÉ DOS QUATRO MARCOS,MT,14/12/2023,12:45:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,SÃO JOSÉ DOS QUATRO MARCOS - MT
82873,ACIDENTE,PEDRO OSÓRIO,RS,14/12/2023,19:55:00,1,NÃO,PERDA DE CONTROLE EM VOO,PEDRO OSÓRIO - RS
82872,INCIDENTE,BELÉM,PA,28/10/2023,10:49:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BELÉM - PA
82871,INCIDENTE,CAMPINAS,SP,27/10/2023,15:41:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
82870,INCIDENTE,RECIFE,PE,24/10/2023,15:20:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RECIFE - PE
82869,INCIDENTE,GUARULHOS,SP,21/10/2023,04:18:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS - SP
82868,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,12/10/2023,18:00:00,1,NÃO,TURBULÊNCIA,SÃO JOSÉ DOS PINHAIS - PR
82867,INCIDENTE,MANAUS,AM,08/10/2023,02:00:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MANAUS - AM
82866,INCIDENTE,FLORIANÓPOLIS,SC,06/10/2023,02:10:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FLORIANÓPOLIS - SC
82865,INCIDENTE,PORTO ALEGRE,RS,08/11/2023,14:00:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PORTO ALEGRE - RS
82864,INCIDENTE,BAURU,SP,08/11/2023,01:00:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BAURU - SP
82863,INCIDENTE,CONFINS,MG,13/11/2023,17:20:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CONFINS - MG
82862,INCIDENTE,GUARULHOS,SP,15/11/2023,10:09:00,1,NÃO,OPERAÇÕES NO SOLO,GUARULHOS - SP
82861,INCIDENTE,PORTO ALEGRE,RS,03/12/2023,12:06:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82860,INCIDENTE,PORTO ALEGRE,RS,19/11/2023,14:33:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82859,INCIDENTE,RIO DE JANEIRO,RJ,20/11/2023,03:01:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82858,INCIDENTE,CAMPO GRANDE,MS,03/12/2023,01:00:00,1,NÃO,COLISÃO COM AVE,CAMPO GRANDE - MS
82857,INCIDENTE,FOZ DO IGUAÇU,PR,18/12/2023,02:32:00,1,NÃO,COLISÃO COM AVE,FOZ DO IGUAÇU - PR
82856,INCIDENTE,PORTO ALEGRE,RS,19/12/2023,20:33:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82855,INCIDENTE,SALVADOR,BA,18/12/2023,13:56:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
82854,INCIDENTE,LONDRINA,PR,30/11/2023,00:40:00,1,NÃO,COLISÃO COM AVE,LONDRINA - PR
82853,INCIDENTE,SÃO PAULO,SP,14/12/2023,17:38:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82852,INCIDENTE,FOZ DO IGUAÇU,PR,13/12/2023,02:15:00,1,NÃO,COLISÃO COM AVE,FOZ DO IGUAÇU - PR
82851,INCIDENTE,JAGUARUNA,SC,09/11/2023,22:40:00,1,NÃO,COLISÃO COM AVE,JAGUARUNA - SC
82850,INCIDENTE,RIO DE JANEIRO,RJ,12/12/2023,22:00:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82849,INCIDENTE,RIO DE JANEIRO,RJ,12/12/2023,21:54:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82848,INCIDENTE,PELOTAS,RS,17/12/2023,18:40:00,1,NÃO,COLISÃO COM AVE,PELOTAS - RS
82847,INCIDENTE,GUARULHOS,SP,17/12/2023,02:43:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82846,INCIDENTE,BRASÍLIA,DF,11/12/2023,12:05:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82845,INCIDENTE,SÃO PAULO,SP,11/12/2023,10:30:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82844,INCIDENTE,BAYEUX,PB,06/12/2023,02:00:00,1,NÃO,COLISÃO COM AVE,BAYEUX - PB
82843,INCIDENTE,FORTALEZA,CE,09/12/2023,15:20:00,1,NÃO,COLISÃO COM AVE,FORTALEZA - CE
82842,INCIDENTE,RIO DE JANEIRO,RJ,06/12/2023,17:00:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82841,INCIDENTE,CAXIAS DO SUL,RS,05/12/2023,15:00:00,1,NÃO,COLISÃO COM AVE,CAXIAS DO SUL - RS
82840,INCIDENTE,SALVADOR,BA,17/12/2023,21:20:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
82839,INCIDENTE,CAMPO GRANDE,MS,17/12/2023,23:32:00,1,NÃO,COLISÃO COM AVE,CAMPO GRANDE - MS
82838,INCIDENTE,FOZ DO IGUAÇU,PR,01/12/2023,14:00:00,1,NÃO,COLISÃO COM AVE,FOZ DO IGUAÇU - PR
82837,INCIDENTE,SÃO PAULO,SP,29/11/2023,12:00:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82836,INCIDENTE,BRASÍLIA,DF,17/12/2023,14:55:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82835,INCIDENTE,FOZ DO IGUAÇU,PR,11/12/2023,01:53:00,1,NÃO,COLISÃO COM AVE,FOZ DO IGUAÇU - PR
82834,INCIDENTE,FLORIANÓPOLIS,SC,15/12/2023,03:00:00,1,NÃO,COLISÃO COM AVE,FLORIANÓPOLIS - SC
82833,INCIDENTE,GUARULHOS,SP,28/11/2023,10:50:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82832,INCIDENTE,FOZ DO IGUAÇU,PR,27/11/2023,20:30:00,1,NÃO,COLISÃO COM AVE,FOZ DO IGUAÇU - PR
82831,INCIDENTE,BELÉM,PA,26/11/2023,07:40:00,1,NÃO,COLISÃO COM AVE,BELÉM - PA
82830,INCIDENTE,GUARULHOS,SP,24/11/2023,01:15:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82829,INCIDENTE,FOZ DO IGUAÇU,PR,24/11/2023,01:50:00,1,NÃO,COLISÃO COM AVE,FOZ DO IGUAÇU - PR
82828,INCIDENTE,SÃO PAULO,SP,24/11/2023,16:12:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82827,INCIDENTE,PORTO ALEGRE,RS,14/12/2023,01:36:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82826,INCIDENTE,RIO DE JANEIRO,RJ,21/11/2023,23:55:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82825,INCIDENTE,FOZ DO IGUAÇU,PR,23/11/2023,14:40:00,1,NÃO,COLISÃO COM AVE,FOZ DO IGUAÇU - PR
82824,INCIDENTE,BRASÍLIA,DF,20/11/2023,00:50:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82823,INCIDENTE,UBERLÂNDIA,MG,12/12/2023,17:44:00,1,NÃO,COLISÃO COM AVE,UBERLÂNDIA - MG
82822,INCIDENTE,PORTO ALEGRE,RS,19/11/2023,15:15:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82821,INCIDENTE,CURITIBA,PR,24/11/2023,22:05:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CURITIBA - PR
82820,INCIDENTE,CONFINS,MG,28/11/2023,14:59:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CONFINS - MG
82819,INCIDENTE,GUARULHOS,SP,29/11/2023,10:40:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS - SP
82818,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,09/12/2023,20:30:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SÃO JOSÉ DOS PINHAIS - PR
82817,INCIDENTE,PRESIDENTE PRUDENTE,SP,30/11/2023,20:34:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PRESIDENTE PRUDENTE - SP
82816,INCIDENTE GRAVE,BOM SUCESSO,PR,01/12/2023,13:00:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,BOM SUCESSO - PR
82815,INCIDENTE,CAMPINAS,SP,01/12/2023,22:12:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
82813,INCIDENTE,RESENDE,RJ,14/12/2023,13:42:00,1,NÃO,CONTATO ANORMAL COM A PISTAA,RESENDE - RJ
82812,INCIDENTE,CORUMBÁ,MS,11/12/2023,13:59:00,1,NÃO,INCURSÃO EM PISTA,CORUMBÁ - MS
82811,INCIDENTE,CAMPINAS,SP,03/11/2023,20:10:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
